brightness,      y,      x, calibrated magnitude
   115,   1057,    794, 2.014826e+01
5.074762e+02,    879,    796, 1.853646e+01
    79,   1178,    847, 2.055593e+01
8.650000e+01,   2869,    848, 2.045746e+01
6.823690e+02,   1898,    868, 1.821495e+01
5.153008e+02,   2285,    868, 1.851985e+01
2.375000e+01,   2298,    868, 2.186084e+01
1.787500e+02,   3870,    869, 1.966938e+01
8.862770e+02,   3223,    872, 1.793108e+01
9.785714e+01,   2323,    900, 2.032352e+01
7.350000e+01,   2328,    900, 2.063428e+01
1.049264e+03,   3227,    932, 1.774779e+01
1.194405e+02,   2772,    935, 2.010712e+01
1.580352e+03,   2580,    943, 1.730312e+01
5.825000e+01,   2748,    944, 2.088676e+01
1.707538e+03,    824,    950, 1.721907e+01
1.650000e+01,   2738,    954, 2.225629e+01
1.025275e+03,   3017,    984, 1.777290e+01
1.157500e+02,   2652,    992, 2.014120e+01
6.247738e+02,    965,    998, 1.831069e+01
1.342500e+02,   2186,   1007, 1.998021e+01
7.210714e+01,   2766,   1022, 2.065505e+01
8.850000e+01,   2754,   1067, 2.043264e+01
9.771616e+02,   3037,   1089, 1.782508e+01
8.050000e+01,   2574,   1102, 2.053551e+01
5.619865e+02,   3584,   1116, 1.842569e+01
2.521081e+02,   3117,   1143, 1.929603e+01
1.407500e+02,   1524,   1146, 1.992888e+01
1.978571e+01,   3250,   1185, 2.205912e+01
-1.003571e+01,   3137,   1187, 2.279613e+01
    20,   3268,   1188, 2.204743e+01
   159,   2480,   1194, 1.979651e+01
2.975000e+01,   3141,   1197, 2.161628e+01
6.500000e+00,   3305,   1202, 2.326772e+01
7.013095e+02,   1391,   1209, 1.818523e+01
3.049958e+02,   3286,   1209, 1.908927e+01
-4.740476e+01,   3072,   1223, 2.111045e+01
3.181677e+02,   3091,   1223, 1.904336e+01
1.916071e+02,   3005,   1224, 1.959397e+01
5.550000e+01,   2991,   1250, 2.093927e+01
4.126190e+02,    248,   1270, 1.876113e+01
   134,   1299,   1313, 1.998224e+01
1.125000e+02,   1710,   1318, 2.017212e+01
3.794286e+02,   2789,   1322, 1.885217e+01
    55,   2666,   1330, 2.094909e+01
7.825000e+01,    820,   1335, 2.056629e+01
1.322500e+02,    267,   1344, 1.999651e+01
2.123136e+02,   2949,   1358, 1.948256e+01
6.863810e+02,   1127,   1363, 1.820859e+01
7.275000e+01,   1760,   1403, 2.064542e+01
1.654189e+02,   3476,   1419, 1.975354e+01
1.702500e+02,   1556,   1424, 1.972228e+01
7.950000e+01,   2204,   1424, 2.054908e+01
5.521310e+02,    679,   1460, 1.844489e+01
9.325000e+01,   3765,   1467, 2.037588e+01
9.975000e+01,   3767,   1467, 2.030272e+01
1.652262e+02,   2895,   1494, 1.975480e+01
1.706034e+03,   3979,   1507, 1.722003e+01
3.690476e+01,   3402,   1610, 2.138229e+01
    96,   3015,   1644, 2.034432e+01
1.247976e+02,   3432,   1657, 2.005948e+01
2.658214e+02,   3055,   1664, 1.923853e+01
7.415238e+02,   1140,   1672, 1.812469e+01
-1.170238e+01,   3174,   1689, 2.262931e+01
1.005000e+02,   2599,   1706, 2.029458e+01
1.335000e+02,   2970,   1759, 1.998630e+01
6.755357e+02,   1831,   1768, 1.822588e+01
5.450000e+01,    751,   1776, 2.095901e+01
   353,   3210,   1848, 1.893056e+01
6.950000e+01,   3966,   1848, 2.069504e+01
   108,    769,   1855, 2.021644e+01
3.655476e+02,   3025,   2027, 1.889264e+01
1.217284e+03,   3658,   2032, 1.758652e+01
5.819881e+02,   4127,   2043, 1.838771e+01
1.547622e+03,    465,   2055, 1.732584e+01
1.497500e+02,   4168,   2060, 1.986158e+01
1.402857e+02,   1442,   2068, 1.993247e+01
1.471047e+03,   1923,   2156, 1.738093e+01
    91,   1404,   2186, 2.040240e+01
1.477500e+02,   1421,   2188, 1.987618e+01
    61,   3306,   2213, 2.083668e+01
3.150000e+01,   3267,   2239, 2.155422e+01
3.825000e+01,   4362,   2249, 2.134342e+01
3.875000e+01,   4322,   2250, 2.132932e+01
2.412500e+01,   4247,   2257, 2.184383e+01
2.112500e+01,   4357,   2259, 2.198801e+01
1.345000e+02,   1415,   2266, 1.997819e+01
1.015000e+02,   3201,   2278, 2.028383e+01
2.975000e+01,   4225,   2279, 2.161628e+01
3.062500e+01,   4220,   2280, 2.158481e+01
3.925000e+01,   2260,   2285, 2.131540e+01
2.925000e+01,   3320,   2292, 2.163469e+01
6.675000e+01,   3836,   2294, 2.073887e+01
1.135162e+03,   3468,   2343, 1.766236e+01
   127,   2253,   2357, 2.004049e+01
5.925000e+01,   1362,   2367, 2.086828e+01
    21,   3495,   2368, 2.199445e+01
1.067500e+02,   1594,    201, 2.022908e+01
1.007500e+02,    236,    203, 2.029189e+01
2.057500e+02,   2040,    211, 1.951665e+01
6.376786e+02,   3358,    211, 1.828850e+01
    93,   1432,    213, 2.037879e+01
1.175000e+02,   3087,    229, 2.012491e+01
7.408919e+02,    357,    235, 1.812561e+01
1.157500e+02,   2757,    237, 2.014120e+01
6.135238e+02,   2769,    292, 1.833042e+01
   152,   3789,    325, 1.984539e+01
1.915000e+02,   1954,    423, 1.959458e+01
    28,   1456,    433, 2.168210e+01
    65,    489,    436, 2.076772e+01
    94,    501,    438, 2.036718e+01
1.055000e+02,   1666,    490, 2.024187e+01
6.383929e+02,   3055,    497, 1.828728e+01
1.087500e+02,   3612,    518, 2.020893e+01
6.454524e+02,   3347,    579, 1.827534e+01
1.427500e+02,   1586,    580, 1.991356e+01
6.211548e+02,   1958,    625, 1.831700e+01
5.860714e+02,   2427,    653, 1.838012e+01
1.076527e+03,   2748,    655, 1.771994e+01
1.062500e+02,   4410,    657, 2.023418e+01
   104,    324,    735, 2.025742e+01
5.331905e+02,   3739,    753, 1.848279e+01
7.082738e+02,   2515,    771, 1.817450e+01
1.355000e+02,   1130,    828, 1.997015e+01
3.622738e+02,   3377,    841, 1.890241e+01
6.028690e+02,   1649,    846, 1.834944e+01
1.902500e+02,   2549,    858, 1.960169e+01
5.196667e+02,    313,    877, 1.851069e+01
    90,   2908,    901, 2.041439e+01
1.195000e+02,   1222,    922, 2.010658e+01
8.824662e+02,   2961,    935, 1.793575e+01
2.917924e+02,   2305,    938, 1.913732e+01
7.025000e+01,   2805,    940, 2.068338e+01
   113,   2910,    940, 2.016730e+01
   188,   1813,    969, 1.961461e+01
6.425000e+01,   2960,    972, 2.078032e+01
9.275000e+01,   2654,    991, 2.038172e+01
1.254970e+03,   1142,   1012, 1.755342e+01
8.887635e+02,   3262,   1033, 1.792803e+01
6.789881e+02,   1996,   1043, 1.822034e+01
5.750000e+01,   3383,   1142, 2.090083e+01
1.411905e+01,   3250,   1179, 2.242549e+01
4.834831e+02,   3019,   1189, 1.858905e+01
8.722365e+02,   3634,   1189, 1.794841e+01
1.447262e+02,   3259,   1197, 1.989863e+01
1.832500e+02,   3984,   1197, 1.964239e+01
3.773690e+02,   2244,   1199, 1.885808e+01
1.219589e+03,   3139,   1199, 1.758447e+01
9.025000e+01,   3294,   1199, 2.041138e+01
5.369048e+01,   3298,   1207, 2.097526e+01
1.801548e+02,   3471,   1207, 1.966089e+01
    33,   3299,   1210, 2.150372e+01
2.178125e+02,   3008,   1216, 1.945479e+01
4.588690e+02,   2788,   1222, 1.864578e+01
4.250000e+01,   3038,   1222, 2.122903e+01
8.897619e+01,   3417,   1227, 2.042682e+01
3.725000e+01,    403,   1243, 2.137218e+01
4.990508e+02,   3459,   1257, 1.855464e+01
    99,    515,   1264, 2.031091e+01
1.673095e+02,   3006,   1275, 1.974120e+01
1.477500e+02,   1877,   1287, 1.987618e+01
-1.050000e+01,   3460,   1288, 2.274703e+01
9.825000e+01,   4382,   1326, 2.031917e+01
4.075000e+01,   2934,   1327, 2.127468e+01
5.725000e+01,   2659,   1329, 2.090556e+01
4.387162e+01,   3450,   1331, 2.119454e+01
8.750000e+01,   2648,   1338, 2.044498e+01
5.327381e+02,   2638,   1341, 1.848372e+01
3.937976e+02,   2823,   1351, 1.881182e+01
1.153291e+03,   2490,   1353, 1.764515e+01
5.157024e+02,   2710,   1356, 1.851900e+01
3.325000e+01,   3457,   1376, 2.149552e+01
7.654762e+00,   3462,   1381, 2.309017e+01
    26,   1772,   1390, 2.176257e+01
2.723571e+02,   1793,   1391, 1.921215e+01
1.250357e+02,   3452,   1407, 2.005741e+01
1.035493e+03,   3796,   1408, 1.776213e+01
2.125000e+01,   3499,   1410, 2.198160e+01
5.150000e+01,   1756,   1412, 2.102048e+01
9.565476e+01,   3493,   1415, 2.034823e+01
1.135000e+02,    670,   1420, 2.016251e+01
5.661217e+02,   3483,   1421, 1.841773e+01
1.063716e+02,   2942,   1423, 2.023294e+01
3.675000e+01,   3508,   1452, 2.138686e+01
-2.650000e+01,   2940,   1472, 2.174189e+01
3.706081e+02,   3694,   1497, 1.887771e+01
8.800203e+02,   2552,   1531, 1.793877e+01
7.339405e+02,   1253,   1536, 1.813585e+01
1.982500e+02,   4251,   1540, 1.955697e+01
2.460833e+02,   2950,   1566, 1.932229e+01
   115,    564,   1567, 2.014826e+01
2.025000e+01,   3456,   1586, 2.203394e+01
1.215000e+02,   3770,   1587, 2.008856e+01
1.127500e+02,   2833,   1603, 2.016971e+01
8.802770e+02,   3828,   1606, 1.793845e+01
7.119048e+01,   3429,   1614, 2.066895e+01
6.314797e+02,   2842,   1645, 1.829910e+01
4.337288e+01,   3012,   1646, 2.120695e+01
9.987195e+01,   3342,   1648, 2.030139e+01
-1.542857e+01,   3356,   1648, 2.232919e+01
-8.240476e+01,   3363,   1654, 2.051012e+01
2.042230e+02,   3429,   1656, 1.952474e+01
9.371250e+02,   3439,   1661, 1.787051e+01
3.301250e+02,   3313,   1669, 1.900330e+01
3.393041e+02,   3108,   1673, 1.897353e+01
5.000000e-01,   3257,   1683, 2.605257e+01
6.319797e+02,   3068,   1692, 1.829824e+01
9.892415e+02,   2858,   1704, 1.781174e+01
1.635000e+02,   2198,   1728, 1.976621e+01
5.650000e+01,   3371,   1766, 2.091988e+01
9.714257e+02,   3505,   1821, 1.783148e+01
5.085119e+02,   3262,   1844, 1.853425e+01
5.025000e+01,    813,   1871, 2.104716e+01
1.051973e+03,    360,   1953, 1.774499e+01
5.404048e+02,   2866,   1958, 1.846820e+01
1.096723e+03,    793,   2033, 1.769976e+01
1.125000e+02,   1306,   2056, 2.017212e+01
5.425000e+01,   2317,   2106, 2.096400e+01
3.266190e+02,   3711,   2110, 1.901490e+01
8.075000e+01,    320,   2118, 2.053214e+01
1.692500e+02,   3918,   2174, 1.972868e+01
3.323243e+02,   1241,   2188, 1.899609e+01
-1.150000e+01,   3304,   2218, 2.264826e+01
6.869048e+02,   3090,   2221, 1.820776e+01
9.250000e+00,   3310,   2225, 2.288465e+01
1.345000e+02,    928,   2235, 1.997819e+01
1.215000e+02,   2969,   2238, 2.008856e+01
5.691667e+02,   1115,   2248, 1.841190e+01
2.050000e+01,   4324,   2249, 2.202062e+01
1.997500e+02,   1461,   2262, 1.954878e+01
2.875000e+01,   4229,   2284, 2.165341e+01
3.325000e+01,   3268,   2290, 2.149552e+01
8.555357e+02,   2516,   2296, 1.796940e+01
3.537500e+01,   4321,   2305, 2.142826e+01
1.817500e+02,    951,   2345, 1.965131e+01
1.487500e+02,    576,   2351, 1.986886e+01
3.975000e+01,   4130,   2368, 2.130166e+01
    45,    269,    203, 2.116697e+01
5.425000e+01,    234,    204, 2.096400e+01
1.302500e+02,    225,    207, 2.001306e+01
   135,   3358,    208, 1.997417e+01
1.985000e+02,   1786,    211, 1.955560e+01
6.625000e+01,    356,    221, 2.074704e+01
9.350000e+01,    375,    224, 2.037297e+01
    74,    254,    248, 2.062692e+01
6.650000e+01,   4257,    258, 2.074295e+01
6.875000e+01,   4385,    273, 2.070682e+01
9.775000e+01,   2434,    277, 2.032471e+01
1.265000e+02,   1855,    285, 2.004477e+01
1.217500e+02,   2787,    285, 2.008633e+01
2.225000e+01,   4363,    289, 2.193167e+01
8.825000e+01,   4328,    306, 2.043571e+01
   117,    206,    311, 2.012954e+01
2.002500e+02,    871,    327, 1.954607e+01
2.103571e+02,   2444,    346, 1.949261e+01
1.067500e+02,   1671,    402, 2.022908e+01
7.950000e+01,    683,    447, 2.054908e+01
1.442500e+02,    224,    486, 1.990221e+01
1.787500e+02,   2531,    488, 1.966938e+01
1.872500e+02,   2819,    522, 1.961895e+01
2.943929e+02,    690,    607, 1.912768e+01
7.778810e+02,   2960,    646, 1.807272e+01
4.175000e+01,    298,    700, 2.124836e+01
1.704453e+03,   1006,    703, 1.722104e+01
9.635297e+02,   3041,    707, 1.784034e+01
1.417500e+02,    954,    711, 1.992119e+01
8.275000e+01,   1255,    794, 2.050558e+01
2.135000e+02,   2151,    798, 1.947651e+01
   132,   1397,    812, 1.999857e+01
1.305000e+02,    289,    870, 2.001097e+01
3.625000e+01,   2277,    872, 2.140173e+01
    32,   2304,    875, 2.153713e+01
    79,   2255,    928, 2.055593e+01
8.475000e+01,   3366,    930, 2.047965e+01
4.525000e+01,   2256,    935, 2.116095e+01
1.926071e+02,   2253,    941, 1.958832e+01
1.147738e+02,   2322,    942, 2.015039e+01
3.225000e+01,   2742,    942, 2.152868e+01
    47,   2250,    943, 2.111976e+01
3.700135e+02,   2745,    944, 1.887946e+01
1.214135e+03,   1188,    950, 1.758933e+01
2.475000e+01,   2737,    962, 2.181606e+01
1.506284e+02,   2814,    967, 1.985523e+01
   125,   3570,    999, 2.005772e+01
1.002500e+02,    207,   1004, 2.029729e+01
4.150000e+01,    747,   1012, 2.125488e+01
8.719512e+01,   2771,   1014, 2.044877e+01
6.862162e+01,   2781,   1014, 2.070885e+01
6.825000e+01,    256,   1018, 2.071474e+01
1.097500e+02,    473,   1048, 2.019899e+01
1.404865e+03,   1819,   1057, 1.743091e+01
1.226230e+03,   3742,   1128, 1.757857e+01
7.558263e+02,   3054,   1131, 1.810395e+01
1.012500e+02,   4005,   1139, 2.028651e+01
5.434055e+02,   3218,   1157, 1.846219e+01
1.993446e+02,   3281,   1168, 1.955099e+01
2.250000e+01,   3136,   1174, 2.191954e+01
    75,    997,   1181, 2.061235e+01
   151,   3985,   1195, 1.985256e+01
   109,   2249,   1196, 2.020643e+01
    63,   3250,   1197, 2.080165e+01
    25,   3273,   1197, 2.180515e+01
6.875000e+01,   3127,   1199, 2.070682e+01
1.108446e+02,   3123,   1203, 2.018821e+01
1.865000e+02,   2048,   1204, 1.962330e+01
2.250000e+01,   3258,   1204, 2.191954e+01
    23,   3273,   1208, 2.189568e+01
9.884524e+01,   3130,   1209, 2.031261e+01
8.458514e+02,   3563,   1227, 1.798176e+01
5.025000e+01,   3493,   1239, 2.104716e+01
1.132500e+02,    405,   1242, 2.016490e+01
    52,   3063,   1244, 2.100999e+01
1.325000e+01,   3006,   1250, 2.249446e+01
4.850000e+01,   3034,   1268, 2.108565e+01
4.925000e+01,    518,   1279, 2.106898e+01
1.293662e+03,   1263,   1292, 1.752045e+01
7.525000e+01,   3654,   1318, 2.060873e+01
    21,   3452,   1321, 2.199445e+01
2.520994e+03,   1893,   1337, 1.679607e+01
5.989405e+02,   2684,   1358, 1.835654e+01
5.119025e+02,   3511,   1361, 1.852703e+01
1.405405e+00,   3479,   1363, 2.493050e+01
2.975000e+01,   3495,   1369, 2.161628e+01
3.751190e+01,   3495,   1371, 2.136458e+01
6.238929e+02,   2574,   1389, 1.831222e+01
1.207857e+02,   3505,   1389, 2.009496e+01
9.250000e+00,   3467,   1395, 2.288465e+01
6.661429e+02,   4137,   1402, 1.824108e+01
8.250000e+01,   3471,   1411, 2.050887e+01
     4,   3516,   1418, 2.379485e+01
5.625946e+02,   1768,   1455, 1.842451e+01
1.044762e+02,   4023,   1479, 2.025246e+01
1.019020e+03,    299,   1486, 1.777954e+01
3.398008e+02,   3524,   1489, 1.897194e+01
    80,    470,   1571, 2.054228e+01
7.944643e+02,    668,   1587, 1.804981e+01
5.553690e+02,   3732,   1587, 1.843855e+01
2.005000e+02,    438,   1619, 1.954471e+01
2.975000e+01,   3394,   1628, 2.161628e+01
8.233929e+02,   2330,   1631, 1.801098e+01
9.175000e+01,   3372,   1636, 2.039348e+01
1.717500e+02,   4310,   1648, 1.971276e+01
1.105000e+02,    522,   1651, 2.019159e+01
2.875000e+01,   3355,   1652, 2.165341e+01
1.430952e+01,   3346,   1654, 2.241094e+01
9.513378e+02,   3561,   1666, 1.785416e+01
6.771707e+02,   3114,   1684, 1.822325e+01
6.004762e+01,   3241,   1687, 2.085376e+01
1.775000e+01,   3300,   1694, 2.217700e+01
6.695270e+01,   3203,   1696, 2.073558e+01
1.451905e+02,   3207,   1709, 1.989515e+01
3.727738e+02,   2926,   1762, 1.887139e+01
6.045476e+02,   3993,   1801, 1.834642e+01
   129,   4004,   1823, 2.002353e+01
1.352500e+02,   4213,   1837, 1.997216e+01
1.727676e+03,    487,   1908, 1.720634e+01
2.144643e+02,   2743,   1950, 1.947161e+01
7.679762e+02,   2467,   2002, 1.808663e+01
7.000357e+02,   2275,   2032, 1.818720e+01
1.290757e+03,   1799,   2043, 1.752289e+01
7.226786e+02,   1507,   2052, 1.815264e+01
1.946548e+02,   1434,   2065, 1.957684e+01
7.875000e+01,    300,   2080, 2.055937e+01
9.992500e+02,   2915,   2085, 1.780081e+01
1.025000e+01,   3772,   2105, 2.277319e+01
   145,   4344,   2105, 1.989658e+01
4.850000e+01,   2330,   2115, 2.108565e+01
   133,   2942,   2157, 1.999037e+01
1.225000e+01,   3750,   2165, 2.257966e+01
1.207500e+02,   1595,   2179, 2.009528e+01
8.350000e+01,    339,   2195, 2.049578e+01
1.225000e+02,    381,   2197, 2.007966e+01
6.459524e+02,   2553,   2221, 1.827450e+01
6.987500e+02,   2754,   2227, 1.818920e+01
   110,   1547,   2230, 2.019652e+01
4.475000e+01,   3265,   2241, 2.117302e+01
   217,   3755,   2247, 1.945885e+01
1.477500e+02,    482,   2279, 1.987618e+01
1.532500e+02,   3574,   2285, 1.983650e+01
2.175000e+01,   4225,   2288, 2.195635e+01
2.025000e+01,   3318,   2292, 2.203394e+01
1.756548e+02,   3289,   2299, 1.968835e+01
1.477500e+02,    577,   2348, 1.987618e+01
7.025000e+01,   2015,   2356, 2.068338e+01
7.825000e+01,    352,    212, 2.056629e+01
6.675000e+01,    356,    229, 2.073887e+01
4.484762e+02,   1713,    230, 1.867065e+01
7.250000e+00,   1399,    241, 2.314915e+01
    96,   4397,    248, 2.034432e+01
1.437500e+02,   3550,    270, 1.990598e+01
8.725000e+01,    206,    278, 2.044809e+01
   148,   1896,    282, 1.987435e+01
    42,   4375,    285, 2.124188e+01
6.975000e+01,    373,    300, 2.069114e+01
1.592500e+02,   2817,    368, 1.979480e+01
9.175000e+01,   3460,    405, 2.039348e+01
1.855000e+02,   3157,    406, 1.962914e+01
2.650714e+02,   4317,    432, 1.924159e+01
9.825000e+01,   2547,    537, 2.031917e+01
1.710945e+03,   2916,    556, 1.721691e+01
7.250000e+01,   3261,    556, 2.064915e+01
    56,   3264,    557, 2.092953e+01
    91,   3477,    569, 2.040240e+01
2.057500e+02,   3368,    581, 1.951665e+01
   108,   4410,    601, 2.021644e+01
-5.000000e-01,    304,    662, 2.605257e+01
1.237500e+02,    201,    695, 2.006864e+01
    87,   2139,    697, 2.045120e+01
5.078571e+02,   3089,    705, 1.853565e+01
2.632262e+02,    697,    709, 1.924918e+01
6.048571e+02,   1305,    736, 1.834587e+01
    42,   3354,    740, 2.124188e+01
4.191071e+02,   1044,    758, 1.874419e+01
4.376786e+02,    729,    775, 1.869711e+01
5.675000e+01,    528,    814, 2.091509e+01
8.573784e+02,   2809,    826, 1.796707e+01
1.122500e+02,    418,    830, 2.017453e+01
1.285000e+02,   1170,    839, 2.002774e+01
6.314048e+02,   2665,    859, 1.829923e+01
4.999643e+02,   3162,    862, 1.855265e+01
-3.250000e+00,   2274,    871, 2.402029e+01
7.915270e+02,   3279,    874, 1.805384e+01
8.325000e+01,   3511,    916, 2.049904e+01
4.860119e+02,   2952,    922, 1.858338e+01
5.783333e+02,   2196,    924, 1.839455e+01
8.825000e+01,   3897,    928, 2.043571e+01
1.457500e+02,   2599,    964, 1.989098e+01
8.652432e+02,   3140,    998, 1.795715e+01
1.755000e+02,    655,   1003, 1.968931e+01
1.077500e+02,   1893,   1035, 2.021896e+01
   162,   1792,   1049, 1.977621e+01
1.377500e+02,    519,   1057, 1.995227e+01
5.875000e+01,    607,   1090, 2.087748e+01
1.615119e+02,    627,   1097, 1.977949e+01
   105,   1063,   1117, 2.024703e+01
    69,   3857,   1160, 2.070288e+01
   133,   3517,   1171, 1.999037e+01
    11,   3282,   1174, 2.269652e+01
3.824054e+02,   3410,   1180, 1.884369e+01
1.025000e+01,   3262,   1184, 2.277319e+01
1.855127e+02,   3254,   1192, 1.962907e+01
4.125000e+01,   3072,   1193, 2.126144e+01
   129,   3983,   1195, 2.002353e+01
-1.050000e+01,   3304,   1200, 2.274703e+01
    18,   3310,   1200, 2.216182e+01
6.275000e+01,   3262,   1201, 2.080597e+01
4.889286e+01,   3307,   1201, 2.107689e+01
4.225000e+01,   3447,   1206, 2.123543e+01
1.195270e+02,   3348,   1208, 2.010633e+01
1.333615e+03,   1459,   1212, 1.748742e+01
6.050000e+01,   3304,   1219, 2.084561e+01
-9.500000e+00,   3442,   1222, 2.285569e+01
6.526071e+02,   1603,   1223, 1.826337e+01
1.635203e+02,   3086,   1227, 1.976607e+01
-2.213095e+01,   3049,   1230, 2.193750e+01
3.375000e+01,   3036,   1236, 2.147932e+01
8.775000e+01,   2776,   1252, 2.044188e+01
1.242500e+02,    987,   1253, 2.006426e+01
4.304054e+01,   3415,   1270, 2.121531e+01
    82,   2851,   1274, 2.051547e+01
3.750000e+00,   3013,   1285, 2.386492e+01
1.225000e+01,   3463,   1288, 2.257966e+01
8.850000e+01,   1714,   1314, 2.043264e+01
1.028986e+03,   1682,   1348, 1.776898e+01
3.625000e+01,   2937,   1348, 2.140173e+01
5.263125e+02,   2927,   1366, 1.849689e+01
5.755952e+01,   3492,   1374, 2.089971e+01
5.344405e+02,    962,   1382, 1.848025e+01
3.003716e+02,   1769,   1390, 1.910585e+01
    36,   1798,   1395, 2.140924e+01
1.377619e+02,   1761,   1400, 1.995218e+01
1.298810e+02,   3495,   1411, 2.001614e+01
-8.707143e+01,   3467,   1412, 2.045031e+01
1.122500e+02,    398,   1414, 2.017453e+01
6.706429e+02,   2038,   1419, 1.823377e+01
2.801689e+02,   1807,   1421, 1.918145e+01
-1.917857e+01,   3463,   1421, 2.209296e+01
3.293262e+02,   2945,   1469, 1.900593e+01
1.244405e+02,   4053,   1470, 2.006260e+01
2.550000e+01,   4029,   1481, 2.178365e+01
6.423333e+02,   4190,   1515, 1.828060e+01
3.650000e+01,   3438,   1518, 2.139427e+01
1.084305e+03,   2858,   1527, 1.771212e+01
3.917024e+02,   3558,   1570, 1.881761e+01
4.525000e+01,    557,   1571, 2.116095e+01
1.685000e+02,    988,   1582, 1.973350e+01
3.475000e+01,    559,   1583, 2.144761e+01
1.185595e+02,   3455,   1583, 2.011516e+01
2.201667e+02,   3493,   1590, 1.944312e+01
6.386905e+01,   3426,   1606, 2.078677e+01
8.916216e+01,   3388,   1623, 2.042455e+01
1.697500e+02,   1100,   1644, 1.972548e+01
3.875000e+01,   3370,   1648, 2.132932e+01
   163,   1088,   1650, 1.976953e+01
3.850000e+01,   2852,   1653, 2.133635e+01
1.585000e+02,    504,   1662, 1.979993e+01
    22,   3306,   1667, 2.194394e+01
1.845476e+02,   3060,   1668, 1.963473e+01
4.175000e+01,   2854,   1676, 2.124836e+01
7.396186e+01,   3265,   1683, 2.062748e+01
1.232568e+02,   3304,   1683, 2.007297e+01
1.445000e+02,   4213,   1695, 1.990033e+01
-8.975000e+01,   3213,   1697, 2.041741e+01
-6.750000e+00,   3258,   1700, 2.322674e+01
8.625000e+01,   3503,   1710, 2.046060e+01
9.950000e+01,   3664,   1729, 2.030544e+01
5.013446e+02,   3070,   1756, 1.854966e+01
1.108208e+03,   2952,   1820, 1.768845e+01
6.489405e+02,   2760,   1838, 1.826949e+01
6.877568e+02,   3057,   1847, 1.820641e+01
6.673571e+02,   2842,   1888, 1.823910e+01
   104,    447,   1936, 2.025742e+01
8.775000e+01,   2680,   1940, 2.044188e+01
1.392500e+02,   1706,   1946, 1.994051e+01
1.042655e+03,   2722,   1958, 1.775465e+01
3.260860e+03,    378,   1983, 1.651667e+01
9.850000e+01,   2109,   2005, 2.031641e+01
5.946667e+02,   2818,   2016, 1.836432e+01
1.238162e+03,   2530,   2036, 1.756806e+01
3.825000e+01,   1385,   2066, 2.134342e+01
8.882500e+02,   1450,   2074, 1.792866e+01
    75,    295,   2083, 2.061235e+01
2.067500e+02,   1960,   2096, 1.951139e+01
2.925000e+01,   1399,   2097, 2.163469e+01
4.275000e+01,   3750,   2105, 2.122266e+01
3.192381e+02,   4354,   2117, 1.903971e+01
6.044286e+02,   1830,   2120, 1.834664e+01
4.255476e+02,   1451,   2122, 1.872763e+01
7.954762e+01,   3790,   2129, 2.054843e+01
6.765714e+02,   4400,   2152, 1.822422e+01
    44,   3241,   2170, 2.119137e+01
2.550000e+01,   4333,   2172, 2.178365e+01
8.950952e+02,   2574,   2189, 1.792033e+01
2.721548e+02,   3470,   2193, 1.921296e+01
6.575000e+01,   1237,   2204, 2.075526e+01
9.875000e+01,   1239,   2204, 2.031366e+01
4.035671e+02,   3278,   2209, 1.878521e+01
9.275000e+01,   3478,   2209, 2.038172e+01
1.235000e+02,   2154,   2213, 2.007083e+01
8.099167e+02,   3182,   2219, 1.802890e+01
1.775000e+01,   3298,   2224, 2.217700e+01
3.805357e+02,   1722,   2238, 1.884901e+01
1.763649e+02,   3261,   2244, 1.968397e+01
9.250000e+01,    254,   2275, 2.038465e+01
    29,   4229,   2281, 2.164401e+01
9.375000e+01,   3261,   2282, 2.037007e+01
6.275000e+01,   3338,   2290, 2.080597e+01
4.166667e+01,   3298,   2298, 2.125053e+01
   -30,   3292,   2301, 2.160720e+01
2.675000e+01,   3329,   2302, 2.173169e+01
2.662500e+01,   4318,   2308, 2.173678e+01
5.787500e+02,    285,   2309, 1.839377e+01
5.967619e+02,    499,   2312, 1.836050e+01
1.625000e+01,   2290,   2319, 2.227287e+01
8.325000e+01,   3315,   2319, 2.049904e+01
    96,   3204,   2323, 2.034432e+01
1.667500e+02,    756,   2353, 1.974484e+01
7.251667e+02,    578,   2359, 1.814891e+01
   104,   3771,   2361, 2.025742e+01
   199,   3493,   2366, 1.955287e+01
   -95,    346,    205, 2.035569e+01
   109,   2235,    218, 2.020643e+01
1.258140e+03,   4249,    223, 1.755068e+01
-3.650000e+01,    840,    234, 2.139427e+01
6.250000e+01,    261,    237, 2.081030e+01
1.472500e+02,   2922,    243, 1.987986e+01
3.334286e+02,   4343,    266, 1.899249e+01
    61,   4390,    273, 2.083668e+01
    85,    205,    281, 2.047645e+01
4.568452e+02,    705,    281, 1.865058e+01
2.047500e+02,   3412,    343, 1.952194e+01
1.507500e+02,    926,    381, 1.985436e+01
1.077500e+02,    895,    399, 2.021896e+01
2.288571e+02,   2323,    439, 1.940109e+01
5.682976e+02,   4074,    455, 1.841356e+01
6.932500e+02,   1631,    462, 1.819778e+01
1.527500e+02,   4189,    479, 1.984005e+01
1.907500e+02,   1776,    493, 1.959884e+01
5.086667e+02,   3610,    517, 1.853392e+01
    99,   2465,    527, 2.031091e+01
   194,   4314,    537, 1.958050e+01
1.235000e+02,   1183,    548, 2.007083e+01
5.075000e+01,   1184,    553, 2.103641e+01
    78,    414,    558, 2.056976e+01
1.152407e+03,    370,    585, 1.764599e+01
1.015000e+02,   3015,    596, 2.028383e+01
