brightness,      y,      x
  3544,    851,   1798
  3544,   1759,   1881
  3544,   1701,   1999
  3544,   2587,   2016
  3544,   2728,   2206
  3544,    248,   2236
  3544,    493,   2285
  3543,   2312,    436
  3543,   3366,    628
  3543,   2252,    712
  3543,   3674,    816
  3543,   2945,    953
  3543,   3820,    984
  3543,    617,   1091
  3543,   1569,   1203
  3543,   3460,   1243
  3543,   2667,   1267
  3543,   4217,   1584
  3543,   2224,   1639
  3543,   1157,   1679
  3543,   1157,   1681
  3543,   1554,   1682
  3543,   2745,   1715
  3543,   2151,   1754
  3543,    592,   1769
  3543,   3623,   1837
  3543,   1398,   2052
  3543,   4354,   2141
  3543,   2106,   2205
  3543,   2075,   2230
  3542,    834,    265
  3542,   2455,    441
  3542,   2951,    582
  3542,   2440,    751
  3542,   2105,    763
  3542,    525,    815
  3542,   2892,    854
  3542,    929,    892
  3542,   1145,    927
  3542,   2411,    984
  3542,   3402,   1173
  3542,   3386,   1279
  3542,   2696,   1317
  3542,   2960,   1340
  3542,   2223,   1354
  3542,    563,   1582
  3542,   3900,   1609
  3542,   2994,   1819
  3542,   3234,   1821
  3542,   2098,   1826
  3542,    776,   1866
  3542,   2403,   1922
  3542,   4167,   1969
  3542,   1983,   1971
  3542,   3640,   2012
  3542,   2288,   2290
  3542,   2486,   2360
  3541,   3722,    399
  3541,   2294,    434
  3541,   2508,    440
  3541,   2575,    633
  3541,   3406,    916
  3541,   3375,    923
  3541,   2740,    995
  3541,   2410,    996
  3541,   1355,   1070
  3541,   2887,   1143
  3541,   2500,   1172
  3541,   2499,   1173
  3541,   3000,   1267
  3541,   2951,   1492
  3541,   3447,   1610
  3541,   3972,   1920
  3541,    983,   1999
  3541,   2847,   1999
  3541,   2857,   2084
  3541,   2243,   2169
  3541,   3247,   2202
  3541,   2520,   2203
  3541,   3246,   2203
  3541,   4063,   2279
  3540,   1251,    238
  3540,   4403,    245
  3540,   4379,    273
  3540,   2420,    362
  3540,   3870,    536
  3540,   1164,    570
  3540,   2278,    583
  3540,   3607,    671
  3540,   3868,    722
  3540,    417,    835
  3540,   3219,    911
  3540,   1139,    933
  3540,   1146,    939
  3540,   1614,   1019
  3540,   2706,   1118
  3540,   3427,   1176
  3540,   3621,   1281
  3540,   4344,   1371
  3540,   3499,   1461
  3540,    439,   1649
  3540,   1736,   1688
  3540,   4005,   1756
  3540,    287,   1811
  3540,   2155,   1976
  3540,    310,   2093
  3540,   1555,   2099
  3540,   2344,   2116
  3540,   2188,   2129
  3539,   4305,    329
  3539,   3649,    522
  3539,   1948,    666
  3539,   1764,    679
  3539,   1428,    915
  3539,   2852,   1013
  3539,    863,   1157
  3539,   4299,   1601
  3539,   2826,   1661
  3539,   1315,   1864
  3539,   1275,   1928
  3539,   1722,   1974
  3539,   4232,   2033
  3539,   2182,   2124
  3539,   3517,   2219
  3539,   2722,   2229
  3539,   2996,   2267
  3539,   3354,   2357
  3538,    857,    202
  3538,   3292,    341
  3538,   1181,    560
  3538,   1485,    622
  3538,   1776,    681
  3538,   1089,    807
  3538,    437,    878
  3538,   2907,    907
  3538,   1600,    912
  3538,   1025,    961
  3538,    232,   1028
  3538,    314,   1715
  3538,   1848,   1977
  3538,    987,   1994
  3538,   2648,   2282
  3538,    411,   2338
  3537,   1579,    653
  3537,   1951,    684
  3537,    201,    771
  3537,   2673,    823
  3537,   2676,    825
  3537,   3720,    979
  3537,   1925,   1091
  3537,    923,   1106
  3537,   4193,   1113
  3537,   2595,   1120
  3537,    506,   1270
  3537,   4338,   1354
  3537,   1099,   1375
  3537,    669,   1423
  3537,   2311,   1701
  3537,   3311,   1742
  3537,   3304,   1794
  3537,   3961,   1840
  3537,    712,   1867
  3537,   4183,   1902
  3537,    263,   1928
  3537,   1983,   2121
  3537,    321,   2122
  3537,   3097,   2314
  3537,   3913,   2326
  3536,   2917,    205
  3536,    406,    509
  3536,   3766,    546
  3536,   3177,    858
  3536,    377,    886
  3536,    439,    890
  3536,   3224,    903
  3536,   4337,   1010
  3536,   3485,   1136
  3536,   2039,   1167
  3536,   3449,   1248
  3536,   1112,   1249
  3536,   2656,   1262
  3536,   1924,   1317
  3536,   2952,   1333
  3536,   2961,   1423
  3536,   3450,   1487
  3536,   3917,   1556
  3536,   4100,   1708
  3536,   3349,   1726
  3536,   4262,   1764
  3536,   2625,   1919
  3536,   2778,   1934
  3536,   3076,   2334
  3536,   3289,   2360
  3535,   3954,    305
  3535,   3953,    306
  3535,   3952,    307
  3535,   3901,    384
  3535,   2897,    861
  3535,   2655,    996
  3535,   2598,   1024
  3535,   3629,   1059
  3535,   1944,   1080
  3535,   2576,   1103
  3535,   2246,   1199
  3535,    477,   1603
  3535,   3825,   1674
  3535,   2725,   1724
  3535,   2900,   1768
  3535,   1557,   1850
  3535,   3267,   1881
  3535,   1011,   1951
  3535,   1668,   2084
  3535,   3702,   2097
  3535,   2881,   2225
  3535,   1573,   2230
  3535,   1574,   2230
  3535,   1574,   2231
  3535,   3869,   2291
  3535,   2568,   2356
  3534,   2909,    382
  3534,   1384,    560
  3534,   1188,    571
  3534,   1163,    582
  3534,   2272,    694
  3534,   2576,    707
  3534,    315,    853
  3534,   2865,    869
  3534,   3895,    929
  3534,   2261,    934
  3534,   1858,    978
  3534,   2586,   1024
  3534,   2133,   1081
  3534,    615,   1103
  3534,    291,   1112
  3534,    278,   1114
  3534,   1669,   1215
  3534,    823,   1339
  3534,    468,   1796
  3534,   2775,   1825
  3534,   1205,   1844
  3534,    774,   1944
  3534,    773,   1945
  3534,   2167,   1963
  3534,   1977,   1976
  3534,   1674,   2078
  3534,   2665,   2257
  3534,   2268,   2286
  3534,   1929,   2351
  3534,   2295,   2356
  3533,    354,    201
  3533,   3549,    273
  3533,   3596,    378
  3533,   1529,    514
  3533,   4130,    841
  3533,   3394,    928
  3533,    489,   1017
  3533,    622,   1098
  3533,    360,   1263
  3533,   3433,   1286
  3533,   3474,   1481
  3533,   3517,   1539
  3533,   2911,   1585
  3533,   2218,   1632
  3533,   2218,   1633
  3533,   4233,   1641
  3533,   3204,   1774
  3533,    637,   1778
  3533,   1513,   1870
  3533,   1514,   1871
  3533,   3301,   1884
  3533,   3098,   2302
  3532,   3182,    559
  3532,   1099,    712
  3532,   3077,    800
  3532,   1194,    837
  3532,    908,    937
  3532,   1076,    978
  3532,    640,   1011
  3532,    824,   1057
  3532,   1934,   1066
  3532,   4285,   1118
  3532,   2704,   1140
  3532,   4260,   1238
  3532,   4409,   1326
  3532,   1286,   1534
  3532,    557,   1635
  3532,   1708,   1650
  3532,   3279,   1687
  3532,    740,   1846
  3532,   1819,   1872
  3532,   1765,   1875
  3532,   3266,   1887
  3532,   1330,   1964
  3532,   1332,   1964
  3532,   3188,   1985
  3532,   3161,   2053
  3532,   2552,   2113
  3532,   2278,   2179
  3532,   2179,   2317
  3532,   1822,   2345
  3531,   3016,    354
  3531,   4218,    354
  3531,   4072,    363
  3531,   3881,    452
  3531,   3348,    624
  3531,   2357,    625
  3531,    301,    632
  3531,   2384,    802
  3531,   1224,    839
  3531,   2899,    872
  3531,   3526,   1463
  3531,    523,   1489
  3531,   2474,   1509
  3531,   2174,   1557
  3531,    444,   1637
  3531,   2264,   1649
  3531,   2855,   1656
  3531,   3465,   1664
  3531,   2855,   1668
  3531,   3599,   1711
  3531,   3103,   1756
  3531,   1287,   1878
  3531,   1963,   1897
  3531,   1964,   1899
  3531,   3955,   1940
  3531,   4130,   2089
  3531,   3039,   2156
  3531,   3549,   2187
  3531,   1666,   2297
  3530,   3013,    287
  3530,   1855,    289
  3530,   1684,    373
  3530,   4187,    483
  3530,   1745,    674
  3530,   2184,    704
  3530,   3690,    866
  3530,   3203,    868
  3530,   2871,    887
  3530,   2378,   1060
  3530,   2379,   1061
  3530,   2934,   1074
  3530,   1446,   1081
  3530,   3291,   1137
  3530,   2993,   1252
  3530,    491,   1288
  3530,   4252,   1299
  3530,   2703,   1311
  3530,    389,   1423
  3530,    401,   1423
  3530,    982,   1462
  3530,    461,   1587
  3530,   2888,   1716
  3530,   3235,   1809
  3530,   1225,   1903
  3530,   1563,   1945
  3530,   4352,   1971
  3530,   3307,   2015
  3530,   3738,   2227
  3530,   2074,   2236
  3529,   3546,    242
  3529,   4246,    286
  3529,   2116,    292
  3529,   1775,    352
  3529,   3710,    399
  3529,   3857,    609
  3529,    268,    647
  3529,   1487,    648
  3529,   3902,    661
  3529,    508,    692
  3529,    908,    700
  3529,    891,    760
  3529,   2365,    795
  3529,   1118,    966
  3529,   1012,   1184
  3529,   3505,   1187
  3529,   3508,   1187
  3529,   3182,   1194
  3529,   3353,   1204
  3529,   3353,   1205
  3529,   2712,   1542
  3529,   2099,   1598
  3529,   2580,   1634
  3529,   3020,   1748
  3529,   4301,   1780
  3529,   1403,   1896
  3529,   1018,   1957
  3529,   1983,   1983
  3529,   2218,   2076
  3529,   3063,   2146
  3529,   4048,   2317
  3529,   3372,   2362
  3528,    223,    201
  3528,    832,    201
  3528,   1168,    354
  3528,   1215,    357
  3528,    684,    608
  3528,   3539,    753
  3528,   2661,    795
  3528,   1639,    825
  3528,   2894,    888
  3528,   2531,    946
  3528,   1134,   1003
  3528,   3863,   1147
  3528,   2327,   1164
  3528,   3029,   1222
  3528,   2984,   1273
  3528,   2956,   1352
  3528,   3717,   1467
  3528,   3459,   1496
  3528,   2570,   1571
  3528,   1505,   1585
  3528,   3547,   1697
  3528,   2377,   1761
  3528,   1523,   1803
  3528,   1661,   1926
  3528,   3218,   1938
  3528,    360,   1962
  3528,   1550,   2050
  3528,   1678,   2093
  3528,    497,   2280
  3528,   4167,   2304
  3528,   3288,   2332
  3527,   3341,    561
  3527,    349,    694
  3527,   3003,    719
  3527,   1099,    724
  3527,   3552,    821
  3527,    490,   1010
  3527,    376,   1037
  3527,   3877,   1096
  3527,    331,   1101
  3527,   3235,   1168
  3527,   1017,   1179
  3527,   3422,   1237
  3527,   1065,   1244
  3527,   2978,   1266
  3527,   4401,   1331
  3527,   1766,   1345
  3527,   1249,   1414
  3527,   2946,   1455
  3527,   3459,   1464
  3527,   3515,   1545
  3527,   3514,   1546
  3527,    536,   1587
  3527,   3386,   1610
  3527,   3429,   1675
  3527,   2141,   1713
  3527,   3327,   1720
  3527,   3131,   1801
  3527,    514,   1929
  3527,   1662,   2078
  3527,    917,   2084
  3527,   3259,   2201
  3527,   1443,   2217
  3527,   3243,   2230
  3527,   3059,   2248
  3527,   1853,   2317
  3526,    722,    217
  3526,   1402,    256
  3526,   1254,    268
  3526,   1081,    333
  3526,   2110,    497
  3526,   1186,    584
  3526,   2887,    610
  3526,   3271,    700
  3526,   4114,    709
  3526,   1243,    760
  3526,    747,    777
  3526,   2875,    790
  3526,    513,    798
  3526,   1016,    974
  3526,    752,   1007
  3526,    764,   1018
  3526,    736,   1097
  3526,   3682,   1126
  3526,   3241,   1138
  3526,   2233,   1235
  3526,   3895,   1467
  3526,   3896,   1467
  3526,   1158,   1517
  3526,   2873,   1675
  3526,   3251,   1694
  3526,    858,   1717
  3526,   2548,   1789
  3526,    272,   1889
  3526,   4315,   1932
  3526,   4108,   1941
  3526,   2770,   1953
  3526,   1551,   1967
  3526,    403,   1999
  3526,   2582,   2011
  3526,   3563,   2110
  3526,   3141,   2113
  3526,   3478,   2201
  3526,   3284,   2224
  3526,   4099,   2242
  3525,   2011,    341
  3525,   1960,    434
  3525,   1014,    449
  3525,   3912,    507
  3525,   2719,    523
  3525,   3540,    726
  3525,   2565,    738
  3525,    357,    767
  3525,   2550,    781
  3525,    311,    912
  3525,   2818,    985
  3525,    504,   1000
  3525,   3606,   1202
  3525,   3110,   1210
  3525,   3006,   1265
  3525,    539,   1319
  3525,   2944,   1353
  3525,   2110,   1721
  3525,   2681,   1931
  3525,   4120,   1990
  3525,   4119,   1992
  3525,   3384,   2015
  3525,   3554,   2203
  3525,   3839,   2306
  3524,   1175,    243
  3524,    390,    268
  3524,   1453,    291
  3524,   2385,    397
  3524,   1477,    416
  3524,   1004,    454
  3524,    495,    464
  3524,   3040,    558
  3524,   3176,    558
  3524,   3835,    659
  3524,   2803,   1003
  3524,   1952,   1062
  3524,   2863,   1070
  3524,    899,   1106
  3524,   1856,   1112
  3524,   1392,   1198
  3524,    568,   1257
  3524,    510,   1298
  3524,   1740,   1336
  3524,   2552,   1384
  3524,   1680,   1392
  3524,   2190,   1424
  3524,   4300,   1613
  3524,   4301,   1613
  3524,   3434,   1671
  3524,   2073,   1675
  3524,   1952,   1866
  3524,    755,   2093
  3524,    303,   2096
  3524,   1424,   2122
  3524,   3543,   2195
  3524,   2650,   2272
  3524,   1214,   2286
  3524,   3855,   2292
  3523,    839,    247
  3523,   3586,    363
  3523,   3701,    420
  3523,   2297,    464
  3523,   1524,    506
  3523,    481,    567
  3523,   2928,    697
  3523,   1111,    724
  3523,    505,   1023
  3523,   1810,   1109
  3523,   1062,   1121
  3523,   2453,   1168
  3523,   3412,   1246
  3523,   3413,   1247
  3523,   3006,   1257
  3523,    495,   1281
  3523,   4326,   1354
  3523,   3592,   1576
  3523,   2503,   1623
  3523,   2222,   1627
  3523,   3266,   1707
  3523,   4320,   1715
  3523,   2599,   1728
  3523,   2549,   1777
  3523,   2757,   1946
  3523,   2108,   2007
  3523,   1990,   2041
  3523,   1561,   2062
  3523,    759,   2104
  3523,   2645,   2288
  3523,   4038,   2323
  3523,   4050,   2323
  3522,   1638,    223
  3522,   1376,    225
  3522,   4272,    262
  3522,   4403,    304
  3522,   1658,    405
  3522,   3321,    495
  3522,   2542,    577
  3522,   1475,    831
  3522,   3387,    903
  3522,   2313,    932
  3522,   3257,    941
  3522,   3098,   1195
  3522,    324,   1304
  3522,   4201,   1316
  3522,   1315,   1328
  3522,   1996,   1452
  3522,    320,   1721
  3522,   2666,   1773
  3522,   3821,   1821
  3522,   3471,   1843
  3522,    825,   1857
  3522,   1273,   2032
  3522,   4025,   2067
  3522,   4104,   2116
  3522,   1929,   2169
  3522,   3537,   2207
  3522,   1994,   2304
  3522,   2851,   2346
  3521,   4334,    268
  3521,   2436,    282
  3521,   2716,    357
  3521,    597,    384
  3521,   1526,    496
  3521,   1614,    589
  3521,   4319,    590
  3521,   2767,    611
  3521,   2766,    616
  3521,    677,    617
  3521,    702,    710
  3521,    724,    770
  3521,   1395,    816
  3521,   2175,    839
  3521,   1123,    918
  3521,   2376,    937
  3521,   2421,    964
  3521,   1647,    980
  3521,   4231,   1100
  3521,   2660,   1257
  3521,   1775,   1352
  3521,   3502,   1371
  3521,   3909,   1408
  3521,   3432,   1664
  3521,    326,   1715
  3521,   2047,   1722
  3521,    629,   1892
  3521,    629,   1894
  3521,   1959,   1924
  3521,   2808,   1973
  3521,   2239,   2055
  3521,   1295,   2074
  3521,   3710,   2107
  3521,   2154,   2210
  3521,   2154,   2211
  3521,   2066,   2308
  3521,   1147,   2362
  3520,    985,    216
  3520,   2798,    323
  3520,   3446,    536
  3520,   2002,    537
  3520,   1356,    563
  3520,   1259,    586
  3520,    568,    605
  3520,   3744,    804
  3520,   3419,    855
  3520,   3805,    903
  3520,   3231,    910
  3520,    694,    930
  3520,   1967,   1147
  3520,   2899,   1153
  3520,   3857,   1158
  3520,   1644,   1388
  3520,   1063,   1502
  3520,   2956,   1506
  3520,   1574,   1577
  3520,   2879,   1656
  3520,    299,   1808
  3520,   2594,   2011
  3520,    862,   2073
  3520,   1568,   2085
  3520,   2564,   2115
  3520,   2564,   2116
  3520,    601,   2149
  3520,   3848,   2209
  3520,   3240,   2217
  3520,   3266,   2227
  3519,    716,    221
  3519,   3181,    261
  3519,   1215,    325
  3519,   2385,    376
  3519,   4324,    473
  3519,   1548,    493
  3519,   1518,    508
  3519,   3184,    565
  3519,    369,    575
  3519,   3392,    588
  3519,    634,    591
  3519,   2186,    630
  3519,    946,    656
  3519,    362,    772
  3519,   2871,    894
  3519,   2913,    940
  3519,   1118,    954
  3519,   3067,   1062
  3519,    817,   1072
  3519,   2544,   1297
  3519,   2744,   1368
  3519,   2743,   1369
  3519,   3654,   1452
  3519,   2951,   1499
  3519,    201,   1538
  3519,    571,   1577
  3519,   3390,   1676
  3519,   3341,   1734
  3519,   3299,   1753
  3519,    581,   1758
  3519,   3059,   1821
  3519,   3009,   1993
  3519,   3794,   2125
  3519,   4064,   2126
  3519,   1212,   2180
  3519,   3312,   2215
  3518,   1654,    484
  3518,   1664,    492
  3518,   1451,    516
  3518,   3962,    537
  3518,   3513,    702
  3518,   3513,    703
  3518,   1111,    712
  3518,   4060,    765
  3518,    884,    805
  3518,   1177,    851
  3518,   2908,    861
  3518,   2908,    862
  3518,   2908,    863
  3518,   2498,    886
  3518,   2317,    998
  3518,   2317,    999
  3518,    903,   1112
  3518,   1691,   1139
  3518,   2652,   1292
  3518,   2654,   1293
  3518,   4344,   1359
  3518,   3504,   1413
  3518,   1087,   1653
  3518,   1899,   1925
  3518,   2113,   2068
  3518,    382,   2200
  3518,   4359,   2258
  3517,   2168,    234
  3517,   1409,    248
  3517,   1408,    254
  3517,    749,    281
  3517,   1091,    415
  3517,   1452,    435
  3517,   3464,    470
  3517,   3547,    513
  3517,   3835,    691
  3517,    509,    704
  3517,   1283,    855
  3517,   1034,    961
  3517,   2114,   1019
  3517,    229,   1022
  3517,    374,   1025
  3517,   3475,   1452
  3517,   3769,   1591
  3517,   4382,   1622
  3517,   2017,   1666
  3517,   2883,   1705
  3517,   2320,   1744
  3517,    849,   1751
  3517,    852,   1752
  3517,    765,   1771
  3517,   3187,   1906
  3517,   2168,   1975
  3517,   1323,   2006
  3517,    748,   2035
  3517,   3150,   2047
  3517,   1562,   2050
  3517,   1239,   2202
  3517,   1229,   2203
  3517,   4359,   2246
  3517,   2201,   2349
  3516,   3895,    464
  3516,   1291,    527
  3516,   3266,    561
  3516,   2702,    701
  3516,    351,    769
  3516,   1904,    818
  3516,    745,    821
  3516,   1224,    851
  3516,   2859,    894
  3516,   2329,   1011
  3516,   2943,   1091
  3516,   1775,   1170
  3516,   2826,   1194
  3516,   3615,   1236
  3516,   2882,   1303
  3516,   1795,   1394
  3516,   3462,   1481
  3516,   2547,   1505
  3516,   1505,   1577
  3516,   3446,   1604
  3516,   3740,   1650
  3516,   2847,   1661
  3516,   2501,   1667
  3516,   1520,   1732
  3516,   2553,   1782
  3516,    882,   1887
  3516,   1550,   1934
  3516,   1550,   1935
  3516,   1468,   1993
  3516,    594,   2158
  3516,   4051,   2192
  3516,   3263,   2207
  3516,   2799,   2210
  3516,   3086,   2354
  3515,   2511,    251
  3515,    220,    262
  3515,    706,    285
  3515,   2204,    365
  3515,   1250,    399
  3515,   1010,    455
  3515,   3224,    529
  3515,   2641,    688
  3515,   1589,    755
  3515,   1751,    792
  3515,   1683,    794
  3515,    711,    856
  3515,   1832,    873
  3515,   2848,    904
  3515,    986,    935
  3515,    591,    960
  3515,    592,    960
  3515,   1895,   1039
  3515,   2450,   1074
  3515,   2396,   1099
  3515,    253,   1214
  3515,   1712,   1320
  3515,   2601,   1412
  3515,    970,   1459
  3515,   3514,   1482
  3515,   3513,   1533
  3515,   3437,   1547
  3515,   4375,   1548
  3515,   3438,   1561
  3515,   1771,   1881
  3515,   3959,   1926
  3515,    820,   1954
  3515,   1634,   2005
  3515,   1301,   2062
  3515,   2623,   2095
  3515,   4289,   2121
  3515,   4284,   2132
  3515,   3226,   2168
  3515,    615,   2182
  3515,   2636,   2281
  3515,    570,   2349
  3514,    250,    263
  3514,    841,    271
  3514,   2617,    277
  3514,   4397,    310
  3514,   2792,    317
  3514,   4207,    342
  3514,   1793,    426
  3514,   3574,    506
  3514,   3177,    570
  3514,    289,    623
  3514,   1227,    687
  3514,   2250,    699
  3514,   2078,    942
  3514,    754,    970
  3514,   2909,    970
  3514,   2748,   1005
  3514,   1916,   1064
  3514,    339,   1128
  3514,   2686,   1140
  3514,   1424,   1150
  3514,   2354,   1318
  3514,   2962,   1404
  3514,   2963,   1408
  3514,   1759,   1415
  3514,   3581,   1583
  3514,   4306,   1607
  3514,   3392,   1617
  3514,   3393,   1617
  3514,   3401,   1624
  3514,   1900,   1913
  3514,   2678,   1939
  3514,   3596,   2043
  3514,    309,   2086
  3514,   3276,   2224
  3514,   2973,   2239
  3514,   1341,   2289
  3514,    600,   2294
  3514,   2279,   2317
  3514,   2714,   2320
  3514,   2320,   2358
  3513,    473,    264
  3513,   3006,    271
  3513,   2221,    370
  3513,   2222,    370
  3513,   2438,    374
  3513,   2904,    387
  3513,    683,    442
  3513,   2290,    463
  3513,   3192,    463
  3513,   4304,    582
  3513,   2416,    604
  3513,   1618,    659
  3513,   1739,    697
  3513,   2680,    860
  3513,   2681,    860
  3513,   3196,    860
  3513,   4241,    927
  3513,   2039,    934
  3513,   1028,    973
  3513,   1925,   1073
  3513,   1937,   1086
  3513,   3823,   1114
  3513,   1939,   1149
  3513,    993,   1181
  3513,    994,   1181
  3513,    575,   1218
  3513,   3448,   1242
  3513,    605,   1307
  3513,   3419,   1320
  3513,   3621,   1694
  3513,   3317,   1738
  3513,   3487,   1791
  3513,    818,   1876
  3513,   2588,   2004
  3513,   3593,   2054
  3513,   1621,   2155
  3513,   1474,   2224
  3513,    419,   2351
  3513,   2314,   2367
  3512,   1436,    210
  3512,    852,    262
  3512,   3333,    262
  3512,   4372,    262
  3512,    684,    436
  3512,   1174,    470
  3512,   2986,    480
  3512,   3592,    488
  3512,    237,    551
  3512,   1182,    552
  3512,   3474,    570
  3512,    289,    635
  3512,   3360,    657
  3512,    309,    659
  3512,   1752,    685
  3512,   2517,    811
  3512,   2265,    843
  3512,   3209,    868
  3512,   4090,    871
  3512,   1687,    931
  3512,   1687,    932
  3512,   2257,   1007
  3512,    235,   1017
  3512,    560,   1060
  3512,   2698,   1145
  3512,    579,   1259
  3512,   3378,   1270
  3512,   3379,   1270
  3512,   1113,   1520
  3512,   4387,   1664
  3512,   2014,   1740
  3512,   2709,   1743
  3512,   3372,   1772
  3512,   3027,   1857
  3512,   1558,   1922
  3512,   1713,   1998
  3512,   3166,   2041
  3512,   4088,   2096
  3512,    550,   2163
  3512,   1238,   2190
  3512,   3467,   2206
  3512,   1443,   2230
  3512,   2296,   2301
  3512,   3655,   2317
  3512,   3656,   2317
  3512,   2333,   2357
  3512,   2271,   2360
  3511,   4328,    580
  3511,   2232,    719
  3511,   1083,    986
  3511,   1083,    987
  3511,   1488,    990
  3511,    513,   1012
  3511,   2920,   1188
  3511,   2648,   1218
  3511,   3384,   1263
  3511,   2990,   1266
  3511,   2990,   1267
  3511,   3442,   1314
  3511,   3443,   1314
  3511,   2926,   1605
  3511,    801,   1613
  3511,   1895,   1621
  3511,   3385,   1656
  3511,   3362,   1792
  3511,   3343,   1815
  3511,   3831,   1956
  3511,   1190,   1982
  3511,   3456,   2003
  3511,    201,   2077
  3511,   1390,   2089
  3511,   2177,   2136
  3511,    246,   2230
  3511,    988,   2234
  3511,   2662,   2274
  3511,   2661,   2275
  3510,    477,    207
  3510,    906,    241
  3510,   3982,    396
  3510,   1670,    405
  3510,   2122,    413
  3510,   3306,    440
  3510,    702,    448
  3510,   3881,    464
  3510,   3983,    473
  3510,   4323,    483
  3510,   3943,    498
  3510,   2791,    629
  3510,   2355,    681
  3510,    684,    925
  3510,   2024,   1010
  3510,   4189,   1102
  3510,   1849,   1107
  3510,   1997,   1154
  3510,   2854,   1168
  3510,   3741,   1182
  3510,   1257,   1184
  3510,   2786,   1207
  3510,   3078,   1229
  3510,   1071,   1238
  3510,   4236,   1246
  3510,    488,   1294
  3510,   3658,   1311
  3510,    841,   1328
  3510,   1280,   1379
  3510,    418,   1391
  3510,    419,   1392
  3510,   1597,   1452
  3510,   1486,   1657
  3510,   2449,   1678
  3510,   3766,   1757
  3510,   3650,   1785
  3510,   1392,   1893
  3510,   2866,   1921
  3510,   2869,   2074
  3510,   2558,   2109
  3510,   2878,   2198
  3510,    359,   2210
  3510,   1409,   2212
  3510,   3490,   2268
  3510,   2329,   2350
  3509,   1950,    216
  3509,    945,    220
  3509,   4393,    299
  3509,   3020,    320
  3509,   3020,    321
  3509,   2424,    373
  3509,   2157,    397
  3509,   3083,    401
  3509,   3751,    463
  3509,    407,    497
  3509,   1559,    497
  3509,   4218,    573
  3509,   1179,    591
  3509,   3983,    595
  3509,    855,    650
  3509,   3237,    701
  3509,   3063,    706
  3509,   2496,    711
  3509,   2276,    715
  3509,    703,    739
  3509,   1363,    807
  3509,   1502,    826
  3509,   3135,    865
  3509,   2865,    878
  3509,   1890,    896
  3509,   1667,    963
  3509,   2792,   1125
  3509,   2710,   1137
  3509,   3242,   1179
  3509,   3421,   1186
  3509,   3097,   1224
  3509,   3015,   1232
  3509,   3373,   1258
  3509,   3373,   1259
  3509,   3455,   1300
  3509,   4387,   1301
  3509,   3454,   1302
  3509,   4055,   1316
  3509,    606,   1319
  3509,   2536,   1401
  3509,   3452,   1499
  3509,   2884,   1510
  3509,   3693,   1628
  3509,   1957,   1633
  3509,   2879,   1671
  3509,   3299,   1729
  3509,   1550,   1825
  3509,   3255,   1883
  3509,   1913,   1922
  3509,    259,   1951
  3509,   1570,   1957
  3509,   2248,   2046
  3509,   4359,   2114
  3509,   1935,   2175
  3509,   2116,   2197
  3509,    254,   2237
  3509,   4121,   2241
  3509,   4121,   2244
  3509,   4122,   2245
  3508,   1641,    208
  3508,   1451,    219
  3508,    832,    220
  3508,    832,    221
  3508,   4206,    355
  3508,   2043,    378
  3508,   3713,    419
  3508,   4079,    429
  3508,   2801,    529
  3508,    832,    590
  3508,   2790,    612
  3508,   3988,    625
  3508,   1730,    684
  3508,   1730,    685
  3508,    505,    813
  3508,   2310,    880
  3508,   2818,    899
  3508,   3759,    924
  3508,   2609,    935
  3508,   3154,    969
  3508,   2199,   1039
  3508,   2358,   1096
  3508,   3519,   1174
  3508,   3234,   1195
  3508,   3174,   1200
  3508,   3412,   1238
  3508,   3405,   1244
  3508,   4383,   1314
  3508,   2911,   1350
  3508,   3520,   1385
  3508,   4012,   1470
  3508,   4010,   1482
  3508,   2578,   1566
  3508,   2170,   1569
  3508,    553,   1571
  3508,   2126,   1619
  3508,   3335,   1712
  3508,   1542,   1758
  3508,   1130,   1813
  3508,   3303,   1871
  3508,   1481,   1936
  3508,   1552,   1961
  3508,   2968,   2017
  3508,   3782,   2156
  3508,   2082,   2159
  3508,   2205,   2170
  3508,   2205,   2171
  3508,   3555,   2197
  3508,   2256,   2205
  3508,   2012,   2211
  3508,    251,   2225
  3508,   3257,   2238
  3508,   2260,   2290
  3508,   4156,   2309
  3508,   1829,   2347
  3508,   3495,   2366
  3507,    624,    313
  3507,   3416,    332
  3507,   2005,    346
  3507,   2444,    368
  3507,   1937,    419
  3507,   3362,    905
  3507,   3533,    912
  3507,   3098,    944
  3507,   1645,    957
  3507,    369,   1031
  3507,   2848,   1031
  3507,   1792,   1052
  3507,   3382,   1145
  3507,   3474,   1148
  3507,   3486,   1148
  3507,   3190,   1187
  3507,   3269,   1203
  3507,   3322,   1213
  3507,    682,   1224
  3507,   4343,   1378
  3507,   1780,   1391
  3507,   4018,   1476
  3507,   4176,   1505
  3507,   4176,   1506
  3507,    492,   1570
  3507,   3432,   1618
  3507,   2290,   1670
  3507,   3161,   1695
  3507,   2577,   1729
  3507,   3212,   1733
  3507,   3033,   1863
  3507,   3195,   1897
  3507,    450,   1937
  3507,   3312,   2019
  3507,   4090,   2031
  3507,   3688,   2077
  3507,   3930,   2137
  3507,   3737,   2157
  3507,   2752,   2190
  3507,   2670,   2243
  3507,    205,   2252
  3507,   2257,   2299
  3507,   2260,   2302
  3507,   2260,   2304
  3507,   1957,   2332
  3507,   1347,   2353
  3506,   1471,    209
  3506,   1556,    333
  3506,   2420,    368
  3506,   3805,    484
  3506,   3340,    549
