brightness,      y,      x, calibrated magnitude
1.284043e+04,   2656,    790, 1.502855e+01
4.254118e+03,    205,   1295, 1.622798e+01
8.656045e+03,   1592,   1949, 1.545670e+01
2.027196e+04,    917,   2090, 1.453276e+01
9.579829e+03,   2857,    571, 1.534661e+01
8.527718e+03,   2381,   1655, 1.547292e+01
1.033394e+04,   1648,   1822, 1.526433e+01
1.045829e+04,   3318,   1065, 1.525135e+01
7.336037e+03,   3697,   1488, 1.563635e+01
5.742688e+03,   3578,   2148, 1.590221e+01
8.885904e+03,   3867,   1097, 1.542825e+01
9.418523e+03,   3696,   1462, 1.536504e+01
1.262552e+04,   4172,   2054, 1.504688e+01
1.352298e+04,   1914,    341, 1.497232e+01
6.733108e+03,   2625,   1094, 1.572946e+01
1.119517e+04,   3578,   1115, 1.517742e+01
1.884950e+03,   1800,   1413, 1.711175e+01
1.346614e+04,   2802,   1976, 1.497689e+01
2.020463e+03,   2662,   1333, 1.703637e+01
7.236376e+03,   2488,   1869, 1.565120e+01
1.286087e+04,    820,    319, 1.502682e+01
1.622766e+04,   3414,    616, 1.477436e+01
9.958842e+03,   3034,    710, 1.530448e+01
7.178519e+02,   1789,   1399, 1.815991e+01
1.354413e+04,   4253,    904, 1.497062e+01
7.200729e+03,   1461,   1583, 1.565656e+01
1.162472e+03,   2198,   1421, 1.763654e+01
1.631007e+04,    387,   1689, 1.476886e+01
8.323850e+03,   1926,   1907, 1.549919e+01
8.068963e+03,   2408,   2347, 1.553296e+01
9.093996e+03,   3034,    335, 1.540311e+01
1.417598e+04,    257,   1208, 1.492112e+01
6.482542e+03,   1592,   1488, 1.577064e+01
1.649042e+04,   2572,   1565, 1.475692e+01
5.767384e+03,   2233,   1770, 1.589755e+01
7.370758e+03,    987,   1258, 1.563122e+01
1.360833e+04,   1713,   1843, 1.496549e+01
5.678689e+03,   3673,    529, 1.591438e+01
9.321389e+02,   1772,   1399, 1.787630e+01
2.028667e+03,   1764,   1412, 1.703197e+01
5.259182e+03,   2238,   1421, 1.599770e+01
5.733572e+03,   4318,   2305, 1.590394e+01
7.150688e+03,   2985,   2331, 1.566413e+01
5.144617e+03,   3278,    739, 1.602162e+01
1.270057e+04,   2103,   1381, 1.504044e+01
1.163762e+04,    471,   1577, 1.513534e+01
8.099375e+03,   2909,    722, 1.552887e+01
8.562937e+03,   1814,    750, 1.546844e+01
1.636443e+04,   1456,    440, 1.476525e+01
1.621372e+04,   1716,    809, 1.477529e+01
1.260935e+04,   2161,   1263, 1.504827e+01
7.684665e+03,   3181,    506, 1.558594e+01
7.768676e+03,    814,    650, 1.557413e+01
8.351850e+03,   1862,    678, 1.549554e+01
2.201843e+03,   3258,   2195, 1.694303e+01
1.102151e+04,   3470,    232, 1.519440e+01
1.444302e+04,   1233,    687, 1.490086e+01
5.589134e+03,   1228,    934, 1.593164e+01
8.461967e+03,   2171,   1023, 1.548132e+01
7.483950e+03,   2012,   1350, 1.561467e+01
1.754465e+04,    750,   1784, 1.468964e+01
1.078568e+04,   2181,    899, 1.521788e+01
9.494702e+03,    455,   1115, 1.535630e+01
6.478056e+02,   3188,   1196, 1.827139e+01
1.176105e+04,    794,   1203, 1.512388e+01
7.110408e+03,    539,   2125, 1.567026e+01
9.795302e+03,    801,    511, 1.532246e+01
7.716389e+03,   2439,    629, 1.558146e+01
1.252686e+04,    885,    866, 1.505539e+01
6.654871e+03,   1541,    500, 1.574215e+01
1.984985e+04,   2631,    572, 1.455561e+01
8.594363e+03,    532,   1895, 1.546447e+01
8.628907e+03,   2746,   1943, 1.546011e+01
7.572593e+02,   1776,   1397, 1.810189e+01
1.576583e+03,   2340,   2369, 1.730571e+01
9.026896e+03,   3566,    949, 1.541115e+01
7.560042e+03,   3692,   1737, 1.560369e+01
8.254444e+03,   2928,   2071, 1.550828e+01
9.021369e+03,   1403,   2180, 1.541182e+01
4.957689e+03,   2878,   1359, 1.606180e+01
7.929382e+03,   3376,   1908, 1.555190e+01
9.945855e+03,   3204,   1935, 1.530589e+01
8.015466e+03,   3950,   2150, 1.554018e+01
1.344643e+04,   2930,    412, 1.497848e+01
7.287563e+03,   2137,    474, 1.564354e+01
7.549167e+02,   1765,   1407, 1.810525e+01
6.808618e+03,   1879,   2005, 1.571735e+01
8.992400e+03,   1962,   2061, 1.541531e+01
1.045751e+04,    433,   2126, 1.525143e+01
1.868288e+04,   2011,    347, 1.462139e+01
6.271079e+03,   1221,    927, 1.580664e+01
1.325143e+04,   3766,   2356, 1.499434e+01
7.084202e+03,   4401,    745, 1.567427e+01
1.099385e+04,   2825,   1757, 1.519713e+01
1.350509e+04,   2611,    748, 1.497376e+01
6.545171e+03,   2537,   1003, 1.576020e+01
6.558108e+03,    882,   1072, 1.575805e+01
5.149047e+03,   2910,   1648, 1.602068e+01
1.826278e+03,    845,   1332, 1.714608e+01
4.738863e+03,   3338,    710, 1.611081e+01
1.204035e+04,    385,   1779, 1.509840e+01
4.169655e+03,   4271,   2119, 1.624975e+01
8.149721e+03,   2625,   2217, 1.552214e+01
9.486806e+03,    276,   1463, 1.535720e+01
9.906010e+03,    951,   2350, 1.531025e+01
7.534074e+02,   2332,   2366, 1.810743e+01
9.887667e+03,    913,    873, 1.531227e+01
7.598442e+03,    671,   1087, 1.559819e+01
8.821677e+03,   1219,    402, 1.543612e+01
1.878988e+04,   1787,    429, 1.461519e+01
1.019795e+04,   1847,    577, 1.527872e+01
5.139714e+03,   3588,    654, 1.602265e+01
9.220833e+02,   1795,   1402, 1.788807e+01
1.025441e+04,   1353,   2355, 1.527272e+01
1.474874e+04,    263,   1309, 1.487811e+01
7.048047e+03,   3466,   1510, 1.567983e+01
6.258739e+03,   1186,    400, 1.580878e+01
8.563412e+03,   2570,    461, 1.546838e+01
8.478649e+03,    637,    506, 1.547918e+01
5.945728e+03,   2498,   1934, 1.586449e+01
6.449492e+03,   2995,   2058, 1.577619e+01
5.716387e+03,   2254,   2353, 1.590720e+01
1.345824e+03,   2657,   1334, 1.747753e+01
1.494630e+03,   1382,   2073, 1.736367e+01
7.400824e+03,   2726,   2164, 1.562680e+01
1.749264e+04,   2708,    704, 1.469286e+01
7.591863e+03,   2774,   1285, 1.559913e+01
2.454188e+03,   1800,   1422, 1.682523e+01
9.092773e+03,   2129,    649, 1.540326e+01
9.981754e+03,   1359,   1044, 1.530198e+01
4.845766e+03,    871,   1710, 1.608659e+01
1.228005e+04,   3706,   2102, 1.507700e+01
6.825833e+02,   3184,   1196, 1.821461e+01
8.467593e+02,   2194,   1421, 1.798060e+01
5.487536e+03,    625,   2180, 1.595156e+01
9.898580e+03,   1765,   1060, 1.531107e+01
7.848147e+03,    340,   2200, 1.556308e+01
6.833195e+03,    617,   1217, 1.571344e+01
6.893056e+02,   3496,   1420, 1.820397e+01
5.411747e+03,   1282,   1550, 1.596666e+01
1.093667e+04,    801,    349, 1.520279e+01
1.625419e+04,    683,    614, 1.477259e+01
7.612963e+03,   2381,    941, 1.559612e+01
6.986989e+03,   1620,   1218, 1.568927e+01
9.863611e+02,   1767,   1403, 1.781491e+01
1.805914e+04,   1239,   2196, 1.465826e+01
1.025710e+04,   2308,    295, 1.527244e+01
7.699612e+03,   2910,   1081, 1.558383e+01
7.245556e+02,    514,   1274, 1.814982e+01
1.253200e+04,   4083,    384, 1.505495e+01
4.602897e+03,   2608,   1731, 1.614242e+01
5.285553e+03,   2543,   1937, 1.599227e+01
4.673268e+03,   3323,    567, 1.612595e+01
9.852265e+03,   2664,    605, 1.531616e+01
6.447711e+03,   2755,    729, 1.577649e+01
4.344912e+03,   2937,   1330, 1.620505e+01
7.996935e+03,   1654,   1513, 1.554269e+01
7.303484e+03,   2643,   2202, 1.564117e+01
4.477986e+03,   2385,   1936, 1.617229e+01
6.179650e+03,   1447,   2151, 1.582259e+01
5.906392e+03,   1925,   2183, 1.587169e+01
1.120703e+04,    976,   1461, 1.517627e+01
1.148340e+04,   2333,   1754, 1.514982e+01
9.490229e+03,   2187,   1039, 1.535681e+01
6.843450e+03,   4239,   1573, 1.571181e+01
4.476637e+03,   4140,   2127, 1.617262e+01
6.556040e+03,   1334,    518, 1.575840e+01
8.890281e+03,   1005,   1096, 1.542771e+01
4.841170e+03,   3692,   2137, 1.608762e+01
6.067027e+03,   3722,    427, 1.584256e+01
7.545026e+03,   4080,    435, 1.560585e+01
5.837868e+03,   3303,    704, 1.588436e+01
5.356574e+02,   1786,   1396, 1.847778e+01
1.410870e+03,   3327,   1713, 1.742628e+01
8.268721e+03,    524,   1867, 1.550640e+01
5.434924e+03,   1238,   2182, 1.596202e+01
6.725450e+03,   1386,    911, 1.573070e+01
9.141365e+03,    977,   1278, 1.539747e+01
6.549742e+03,   2667,   1509, 1.575944e+01
6.370203e+03,   2350,    340, 1.578962e+01
5.746597e+03,   3439,    492, 1.590147e+01
6.325046e+03,   3513,   1146, 1.579734e+01
8.865989e+03,   3100,   1201, 1.543068e+01
4.777963e+02,   1763,   1417, 1.860189e+01
5.749461e+03,   3349,   1733, 1.590093e+01
4.631591e+03,   4382,   1773, 1.613567e+01
5.447342e+03,   3414,    205, 1.595954e+01
7.957975e+03,   2415,    688, 1.554799e+01
7.471188e+03,    614,    725, 1.561653e+01
1.089429e+04,   2397,   2279, 1.520700e+01
7.433858e+03,   2274,    357, 1.562196e+01
5.371097e+03,   3114,    723, 1.597484e+01
7.634861e+03,   1392,   1815, 1.559300e+01
6.442108e+03,    236,   2362, 1.577743e+01
5.172707e+03,    776,    394, 1.601571e+01
5.225995e+03,   2267,   1651, 1.600458e+01
8.472566e+03,   2201,   1715, 1.547996e+01
1.049685e+03,   2319,   2367, 1.774735e+01
1.060338e+04,    831,    584, 1.523639e+01
6.730380e+03,   1881,   1836, 1.572990e+01
1.061513e+04,    866,    507, 1.523519e+01
9.340675e+03,   4141,   1622, 1.537405e+01
1.407491e+03,   1768,   1792, 1.742889e+01
1.127175e+04,    653,   1111, 1.517002e+01
6.424116e+03,   3690,   1130, 1.578047e+01
5.377457e+03,   3869,   1808, 1.597356e+01
6.242718e+03,   1737,   1875, 1.581157e+01
7.411353e+03,    681,   2193, 1.562526e+01
5.423261e+03,   4076,   2357, 1.596435e+01
9.456227e+03,   1932,    773, 1.536071e+01
1.130978e+04,    884,    838, 1.516636e+01
9.882593e+02,    508,   1270, 1.781282e+01
4.316274e+03,   4240,   1299, 1.621223e+01
4.298471e+03,   3536,   1398, 1.621671e+01
1.330426e+03,    395,   1416, 1.749002e+01
7.045190e+03,   3537,   1515, 1.568027e+01
4.408611e+02,    208,   1516, 1.868925e+01
8.202896e+03,   2970,   2282, 1.551508e+01
4.402493e+03,   3729,   1040, 1.619075e+01
9.717450e+03,   1712,   1942, 1.533112e+01
5.535576e+03,   4295,   1983, 1.594209e+01
4.030717e+03,   4068,   2212, 1.628654e+01
9.417575e+03,   3147,    352, 1.536515e+01
6.406853e+03,   2518,    836, 1.578339e+01
9.309050e+03,   1304,   1308, 1.537774e+01
8.233137e+03,    557,   1801, 1.551109e+01
6.608421e+03,   4379,    618, 1.574976e+01
7.969998e+03,   3443,    666, 1.554635e+01
5.978182e+03,   4392,   2055, 1.585858e+01
4.566123e+03,   3570,    447, 1.615113e+01
4.900953e+03,   1149,    915, 1.607430e+01
9.501111e+02,   1779,   1395, 1.785556e+01
6.065616e+03,   3037,   1811, 1.584281e+01
7.753411e+03,   1059,   1202, 1.557627e+01
5.457456e+03,   2856,   1325, 1.595752e+01
6.468519e+02,   1798,   1404, 1.827299e+01
1.419111e+04,   3217,   1911, 1.491996e+01
8.693684e+03,   1347,   2287, 1.545199e+01
6.476326e+03,   2182,    294, 1.577168e+01
6.522685e+02,   3498,   1417, 1.826393e+01
5.198399e+03,   2052,    318, 1.601033e+01
6.384711e+03,   3248,    875, 1.578715e+01
3.367538e+03,   3355,   1214, 1.648172e+01
3.704971e+03,   4171,   1309, 1.637804e+01
1.763755e+04,   3511,   1539, 1.468390e+01
5.538675e+03,   3223,   1727, 1.594149e+01
6.902967e+03,   1322,   2356, 1.570241e+01
6.306811e+03,   2897,    265, 1.580048e+01
8.444617e+03,   2251,   1203, 1.548355e+01
5.746695e+03,   1893,   1222, 1.590145e+01
4.309834e+03,   2048,   1407, 1.621385e+01
1.078641e+04,   2594,   1409, 1.521781e+01
5.623076e+03,   1009,    954, 1.592507e+01
4.714111e+03,   1918,   1068, 1.611650e+01
4.182761e+03,   2567,   1303, 1.624634e+01
6.356163e+03,   3263,   1823, 1.579201e+01
4.625007e+03,   2228,    418, 1.613722e+01
5.068792e+03,   2495,    568, 1.603774e+01
6.088639e+03,   1816,    588, 1.583870e+01
4.103859e+03,   4335,   1730, 1.626702e+01
6.534705e+03,    608,   2041, 1.576193e+01
8.816989e+03,   1933,   2041, 1.543670e+01
7.726019e+02,   2337,   2366, 1.808011e+01
1.247620e+03,   2708,   1121, 1.755979e+01
7.343144e+03,   2940,   1791, 1.563529e+01
7.008726e+03,   3878,   1897, 1.568590e+01
4.618634e+03,   3131,   2234, 1.613872e+01
9.239075e+03,   1013,    765, 1.538593e+01
9.333310e+03,    297,    984, 1.537491e+01
4.303148e+02,   1793,   1399, 1.871553e+01
6.332692e+03,   2061,   1705, 1.579603e+01
7.812821e+03,   2680,   2069, 1.556798e+01
1.086044e+04,   2559,    629, 1.521038e+01
6.464163e+03,   4197,   1771, 1.577372e+01
6.985134e+03,   3031,   2026, 1.568956e+01
5.031598e+03,   4125,   2164, 1.604574e+01
4.854101e+03,    316,   2365, 1.608473e+01
7.188125e+03,   2688,    683, 1.565846e+01
2.858446e+03,   1759,   1451, 1.665968e+01
5.364996e+03,   3714,   2266, 1.597608e+01
1.259307e+04,   1751,    798, 1.504967e+01
7.517645e+03,   3476,    847, 1.560980e+01
4.279461e+03,   2512,   1654, 1.622153e+01
9.077673e+03,   2093,   2299, 1.540506e+01
4.780513e+03,   3315,    848, 1.610131e+01
7.395853e+03,    991,   1478, 1.562753e+01
4.416511e+03,   3441,   2167, 1.618730e+01
1.224862e+04,   1483,    256, 1.507978e+01
4.697880e+03,   3601,    497, 1.612025e+01
1.094118e+04,   3630,   2028, 1.520234e+01
1.107806e+04,   2260,    337, 1.518884e+01
4.040837e+03,    825,   1340, 1.628382e+01
4.875115e+03,   3500,   1454, 1.608004e+01
5.871911e+03,   4297,   1785, 1.587805e+01
1.001029e+04,   1484,   1871, 1.529888e+01
9.499227e+03,   2345,    232, 1.535578e+01
8.705858e+03,   3288,    454, 1.545047e+01
6.649758e+03,   1629,    918, 1.574299e+01
7.395485e+03,   2917,    935, 1.562758e+01
9.472350e+03,   1518,   1147, 1.535886e+01
5.269045e+03,   3487,   1847, 1.599567e+01
4.952185e+03,   2754,    607, 1.606301e+01
3.219438e+03,   2028,    929, 1.653055e+01
9.433015e+03,    385,   1392, 1.536337e+01
4.659268e+03,    721,   1518, 1.612921e+01
9.092653e+03,   1751,   1737, 1.540327e+01
7.179092e+03,   1187,   2284, 1.565983e+01
4.355450e+03,   3278,   1071, 1.620242e+01
3.200928e+03,   3406,   1137, 1.653681e+01
1.205528e+03,   2877,   1165, 1.759706e+01
2.740326e+03,   1588,    201, 1.670549e+01
5.390682e+03,   2773,    242, 1.597089e+01
5.175915e+03,   1189,    727, 1.601503e+01
7.811858e+03,   4295,    862, 1.556811e+01
4.920774e+03,   1859,   1326, 1.606992e+01
7.052140e+03,   3010,   1886, 1.567920e+01
5.039152e+03,    478,   2361, 1.604411e+01
8.830002e+03,    760,    412, 1.543510e+01
3.983014e+03,   3956,    761, 1.629947e+01
5.866497e+03,   3188,   1142, 1.587905e+01
1.062981e+03,   1718,   1313, 1.773369e+01
1.044667e+03,   2666,   1334, 1.775256e+01
5.343736e+03,   2048,   1642, 1.598039e+01
2.995883e+03,   4375,    301, 1.660869e+01
9.671130e+03,    279,    808, 1.533631e+01
5.458771e+03,   3133,    899, 1.595726e+01
7.965939e+03,   2850,   1007, 1.554691e+01
3.142604e+03,   3134,   1677, 1.655678e+01
4.427438e+03,   2156,   1744, 1.618462e+01
2.119100e+03,   4082,   2140, 1.698462e+01
4.037833e+03,   2895,   1064, 1.628463e+01
3.820514e+03,   4273,   1414, 1.634470e+01
4.215500e+03,   1407,   1495, 1.623788e+01
5.488697e+03,    532,   1543, 1.595133e+01
4.741275e+03,   2813,   1993, 1.611026e+01
5.261095e+03,   3610,   1526, 1.599731e+01
6.996260e+03,   1857,   1920, 1.568784e+01
5.094910e+03,   3245,   2175, 1.603216e+01
6.416774e+03,    415,   2312, 1.578171e+01
7.552258e+03,   1439,    219, 1.560481e+01
3.414355e+03,   3702,    898, 1.646673e+01
4.923063e+03,   1957,   2045, 1.606941e+01
7.729733e+03,   2384,    211, 1.557959e+01
4.949334e+03,   1885,    512, 1.606363e+01
7.839101e+03,   3042,    752, 1.556433e+01
7.277517e+03,    812,    836, 1.564504e+01
3.173111e+03,   2778,   1322, 1.654629e+01
1.499907e+02,   2330,   2363, 1.985984e+01
4.512482e+03,   4011,   1229, 1.616396e+01
7.096296e+02,   1945,   1058, 1.817242e+01
3.344400e+03,   2972,   1203, 1.648920e+01
4.100666e+03,   3578,   1461, 1.626786e+01
4.304305e+03,   3840,   1502, 1.621524e+01
4.304754e+03,    419,   1971, 1.621513e+01
7.125634e+03,   2982,   1983, 1.566794e+01
6.049329e+03,   2907,   1997, 1.584573e+01
6.139225e+03,   1251,   2298, 1.582972e+01
7.796342e+03,    259,   2350, 1.557027e+01
3.705895e+03,   4055,    629, 1.637777e+01
5.229574e+03,   3406,    842, 1.600383e+01
4.997624e+03,    639,   1190, 1.605309e+01
9.192222e+02,    514,   1270, 1.789145e+01
6.563255e+03,   4067,   1270, 1.575720e+01
8.033889e+02,   2653,   1336, 1.803769e+01
5.552313e+03,   1775,   2016, 1.593882e+01
9.433389e+03,    277,    970, 1.536333e+01
8.963819e+03,   1655,   1356, 1.541877e+01
1.164672e+04,   4380,   1544, 1.513449e+01
6.352400e+03,   2148,    212, 1.579266e+01
4.019746e+03,   3176,    602, 1.628950e+01
2.021121e+03,    201,   1285, 1.703602e+01
4.203505e+03,   1012,   1506, 1.624097e+01
4.442978e+03,   2603,   1625, 1.618081e+01
3.599457e+03,   2493,   2124, 1.640941e+01
4.562214e+03,   2586,   2259, 1.615206e+01
4.968518e+03,   2296,   2318, 1.605943e+01
2.237369e+03,   4409,    222, 1.692566e+01
4.222598e+03,   2894,    463, 1.623605e+01
5.448026e+03,   1656,    564, 1.595940e+01
3.045598e+03,    205,    962, 1.659082e+01
6.523906e+03,    463,   1072, 1.576373e+01
5.310850e+03,   4090,   1083, 1.598709e+01
3.290080e+03,   3465,   1936, 1.650698e+01
5.413232e+03,   2443,   2126, 1.596636e+01
1.016600e+03,   2335,   2362, 1.778212e+01
5.518315e+03,    985,    222, 1.594548e+01
4.191018e+03,   2051,    599, 1.624420e+01
5.269804e+03,   2617,    610, 1.599551e+01
3.318431e+03,   3142,    924, 1.649767e+01
3.412525e+03,   3220,   1047, 1.646731e+01
6.618279e+03,   2664,    526, 1.574814e+01
3.707255e+03,   3157,    713, 1.637737e+01
6.656358e+03,   1127,    834, 1.574191e+01
7.298088e+03,    820,   1116, 1.564198e+01
1.025694e+03,    824,   1333, 1.777245e+01
5.504285e+03,   2577,   1455, 1.594825e+01
3.229211e+03,   3543,   1614, 1.652726e+01
3.889402e+03,   3629,   1661, 1.632529e+01
6.833384e+03,   2529,   2293, 1.571341e+01
8.761759e+02,   2705,   1119, 1.794352e+01
6.030871e+03,   3084,   1191, 1.584905e+01
7.705621e+03,   1576,   1377, 1.558298e+01
5.341389e+02,   3506,   1416, 1.848086e+01
6.059329e+03,    231,   1658, 1.584394e+01
6.483766e+03,   2862,   1940, 1.577043e+01
5.666858e+03,   3026,    531, 1.591664e+01
8.410648e+02,   1951,   1063, 1.798793e+01
4.055063e+03,   1932,   1093, 1.628001e+01
6.900134e+03,    491,   1517, 1.570286e+01
4.315521e+03,   3799,   1855, 1.621242e+01
6.333906e+03,   2898,   1893, 1.579582e+01
5.262532e+03,   1565,   2026, 1.599701e+01
1.285333e+03,   1973,   2369, 1.752746e+01
3.948181e+03,   2230,    635, 1.630901e+01
5.789074e+02,   1768,   1399, 1.839348e+01
4.875687e+03,   3404,   1630, 1.607991e+01
4.189500e+03,   4050,   2174, 1.624459e+01
4.663945e+03,   1662,   2221, 1.612812e+01
4.984032e+03,   1643,    202, 1.605605e+01
5.542482e+03,   1197,    454, 1.594074e+01
5.240176e+03,   2073,   1013, 1.600164e+01
6.975697e+03,   2755,   1073, 1.569103e+01
5.477431e+03,   4070,   1103, 1.595356e+01
2.439061e+03,   3398,   1635, 1.683194e+01
3.532623e+03,   3689,   1700, 1.642976e+01
5.035066e+03,   1957,   1824, 1.604499e+01
3.430800e+03,   4240,   1970, 1.646151e+01
4.033500e+03,   2826,   2035, 1.628579e+01
6.298796e+02,   1384,   2070, 1.830186e+01
4.308612e+03,   2416,    308, 1.621416e+01
6.549258e+03,   2542,    536, 1.575952e+01
3.681826e+03,   3061,   1714, 1.638484e+01
6.433411e+03,   2237,   1902, 1.577890e+01
1.531932e+04,    957,   1942, 1.483690e+01
2.414926e+03,   3278,   2293, 1.684274e+01
4.065562e+03,   2867,    657, 1.627720e+01
1.916442e+03,   1761,   1422, 1.709376e+01
4.199616e+03,   1603,   2016, 1.624198e+01
3.633145e+03,   2344,   2267, 1.639929e+01
6.154722e+02,    399,   1418, 1.832698e+01
3.856763e+03,   2939,   1455, 1.633444e+01
2.837300e+03,   4303,   1582, 1.666774e+01
2.960079e+03,   3499,   1841, 1.662174e+01
3.163067e+03,   2941,   2161, 1.654973e+01
7.091075e+03,   2524,   2182, 1.567322e+01
6.557238e+03,    364,    229, 1.575820e+01
7.483844e+03,    509,    269, 1.561469e+01
5.070882e+03,   3763,    280, 1.603729e+01
3.449181e+03,   3905,   1346, 1.645571e+01
4.238156e+03,   2305,   1715, 1.623206e+01
5.976300e+03,   2153,   1719, 1.585892e+01
4.457818e+03,   2572,   1854, 1.617719e+01
5.237037e+02,   2328,   2359, 1.850229e+01
4.150239e+03,   2023,    212, 1.625482e+01
3.744957e+03,   2598,    818, 1.636638e+01
6.478611e+03,   2395,   1052, 1.577130e+01
4.819955e+03,   1662,   1360, 1.609239e+01
5.399725e+03,   1384,   1772, 1.596907e+01
4.234924e+03,   4154,   1867, 1.623289e+01
4.797500e+03,   1575,    423, 1.609746e+01
2.653600e+03,   3875,    592, 1.674041e+01
5.955376e+03,   3647,   1002, 1.586273e+01
3.016173e+03,   3418,   1307, 1.660136e+01
5.875000e+02,   1801,   1407, 1.837748e+01
6.641296e+02,    391,   1418, 1.824437e+01
4.089580e+03,   2747,   1734, 1.627080e+01
3.301536e+03,   2728,   1766, 1.650321e+01
4.808569e+03,   1433,   1792, 1.609496e+01
6.685421e+03,   3194,   1809, 1.573718e+01
3.090747e+03,   1380,   2077, 1.657484e+01
4.882895e+03,   1272,   2110, 1.607831e+01
3.488083e+03,   1976,    374, 1.644353e+01
4.703519e+02,   3180,   1197, 1.861894e+01
1.672370e+03,    401,   1215, 1.724167e+01
2.239867e+03,   3282,   1832, 1.692444e+01
1.447444e+03,    766,   1856, 1.739850e+01
5.610963e+03,   3959,   2248, 1.592741e+01
  3822,   2692,    436, 1.634427e+01
3.849371e+03,   4366,    759, 1.633653e+01
6.998698e+03,   1682,    806, 1.568746e+01
5.951753e+03,   4029,   2116, 1.586339e+01
4.184120e+03,   3449,   2163, 1.624599e+01
5.658239e+03,   1913,    305, 1.591830e+01
4.716945e+03,   1163,    361, 1.611585e+01
4.886149e+03,    709,    470, 1.607758e+01
4.586065e+03,   1527,    558, 1.614640e+01
4.904033e+03,   3784,    731, 1.607362e+01
4.711037e+03,   3583,    823, 1.611721e+01
4.459873e+03,   2516,    935, 1.617669e+01
5.825120e+03,    302,   1041, 1.588674e+01
3.629703e+03,   2688,   1914, 1.640032e+01
5.938658e+03,   2371,   2360, 1.586578e+01
6.221087e+03,   1925,   1088, 1.581533e+01
5.313383e+03,   1008,   1159, 1.598657e+01
4.292593e+02,   3501,   1415, 1.871820e+01
4.014101e+03,   3167,   2240, 1.629103e+01
4.202362e+03,   3398,    588, 1.624127e+01
5.621383e+03,   2696,    613, 1.592539e+01
3.726917e+03,   3847,    777, 1.637163e+01
4.559847e+03,   1066,   1168, 1.615262e+01
3.248833e+03,   2630,   1482, 1.652068e+01
4.397880e+03,    264,   1733, 1.619189e+01
6.132758e+03,   1154,    395, 1.583086e+01
3.439274e+03,   2663,    842, 1.645883e+01
1.439138e+03,   2276,    942, 1.740474e+01
4.169617e+03,   1742,   1333, 1.624976e+01
2.927689e+03,   2822,   1669, 1.663369e+01
4.557058e+03,   1040,   1886, 1.615329e+01
3.396094e+03,   3136,   2349, 1.647255e+01
4.154804e+03,   2574,    433, 1.625362e+01
4.603153e+03,    784,    941, 1.614236e+01
1.940137e+03,    208,   1043, 1.708042e+01
3.996449e+03,   2489,   1332, 1.629581e+01
4.552315e+02,   1803,   1417, 1.865442e+01
4.685350e+03,   2699,   1674, 1.612314e+01
2.908069e+03,   2866,   1714, 1.664099e+01
2.375167e+03,   3784,   1980, 1.686076e+01
4.559562e+03,   1647,   2103, 1.615269e+01
6.677778e+02,   4363,    270, 1.823842e+01
3.971649e+03,    526,    430, 1.630257e+01
4.180376e+03,   2448,   1046, 1.624696e+01
3.268011e+03,   3717,   1512, 1.651429e+01
2.750350e+03,   2951,   1530, 1.670153e+01
5.448723e+03,   3625,   1689, 1.595926e+01
2.623953e+03,   3962,   1849, 1.675261e+01
3.390721e+03,    810,   1875, 1.647427e+01
3.326391e+03,   2914,   1898, 1.649507e+01
5.838908e+03,   3085,   2129, 1.588417e+01
1.362504e+03,   3788,   2146, 1.746416e+01
2.307283e+03,   3031,   2235, 1.689225e+01
5.040161e+03,   2198,    888, 1.604389e+01
3.653355e+03,   4268,   1380, 1.639327e+01
5.283633e+03,   3163,   1817, 1.599267e+01
4.472822e+03,   1443,   2250, 1.617355e+01
7.326579e+03,   2154,    489, 1.563775e+01
5.660010e+03,   3626,   1048, 1.591796e+01
4.663902e+03,    929,   1193, 1.612813e+01
2.797616e+03,   3431,   1309, 1.668303e+01
3.557037e+02,   1791,   1396, 1.892228e+01
2.520167e+03,   2062,   1538, 1.679643e+01
5.708487e+03,    398,   1706, 1.590870e+01
4.700937e+03,   1710,   1904, 1.611954e+01
6.063939e+03,    530,   2053, 1.584311e+01
3.407286e+03,   2701,   2225, 1.646898e+01
2.942014e+03,   3707,    520, 1.662839e+01
4.981134e+03,    287,    560, 1.605668e+01
2.699667e+03,   3188,   1004, 1.672172e+01
2.848117e+03,    406,   1248, 1.666361e+01
2.439485e+03,   2962,   1416, 1.683175e+01
2.739383e+03,   2095,   1677, 1.670587e+01
3.166733e+03,   3591,   1805, 1.654847e+01
7.401481e+02,   2342,   2366, 1.812670e+01
4.920195e+03,   1038,    225, 1.607004e+01
  2853,   3261,    912, 1.666175e+01
4.213478e+03,   1698,   1329, 1.623840e+01
6.088333e+02,   1772,   1395, 1.833875e+01
1.618736e+03,   4410,   1416, 1.727706e+01
4.246132e+03,   1720,   1464, 1.623002e+01
3.070877e+03,   4007,   1508, 1.658184e+01
5.498166e+03,   1847,   1597, 1.594946e+01
3.637754e+03,   3880,   1752, 1.639792e+01
3.295446e+03,   3398,   1840, 1.650521e+01
4.050094e+03,   3920,   2165, 1.628134e+01
3.251536e+03,   1960,   2256, 1.651978e+01
5.032671e+03,   2335,   2349, 1.604550e+01
1.038584e+04,    763,    342, 1.525890e+01
2.232772e+03,   2851,    918, 1.692789e+01
4.926087e+03,   2824,    959, 1.606874e+01
2.794960e+03,   4126,    988, 1.668406e+01
5.091616e+03,   2372,   1132, 1.603286e+01
